"Name","Loop","FollowParent","ShakeScreen","Time","Sound","Type","FileName","ExportName","ParticleEmitterName","Effect","Layer","Scale","TextInstanceName","TextParentInstanceName","EnemyVersion","FlashWidth"
,,,,,,"ParticleEmitter",,,"Tower_destroyed_ground",,"Base",,,,,
,,,,,,"ParticleEmitter",,,"Big_rock_particle1",,"Object",,,,,
,,,,,,"ParticleEmitter",,,"TargetDummy_planks2",,"Object",,,,,
"CrowdTowerTakeDamage",,,,,"sound_tower_take_damage","Effect",,,,,"Object",,,,"CrowdTowerTakeDamageEnemy",
"CrowdTowerTakeDamageEnemy",,,,,"sound_tower_take_damage_enemy","Effect",,,,,"Object",,,,,
"CrowdSummonBigUnit",,,,,"sound_summon_own_big","Effect",,,,,"Object",,,,"CrowdSummonBigUnitEnemy",
"CrowdSummonBigUnitEnemy",,,,,"sound_summon_enemy_big","Effect",,,,,"Object",,,,,
"CrowdDieBigUnit",,,,,"sound_summon_own_big_die","Effect",,,,,"Object",,,,"CrowdDieBigUnitEnemy",
"CrowdDieBigUnitEnemy",,,,,"sound_summon_enemy_big_die","Effect",,,,,"Object",,,,,
"WizardProjectileHit",,,,,"WizardProjectileHit","SWF",,,,,"Object",100,,,,
"XbowAttack",,,,,"sound_xbow_fire_1","SWF",,,,,"Object",100,,,,
"ArcherTowerAttack",,,,,"ArcherTower attack","SWF",,,,,"Object",100,,,,
"ArcherDeploy",,,,,"Archer deploy","SWF",,,,,"Object",100,,,,
,,,,,,"Effect",,,,"Deploy_ground_fX_mediumSize","Base",,,,,
"ArcherSteps",,,,,"Archer steps","SWF",,,,,"Ground",100,,,,
"ArcherAttackStart",,,,,"Archer attack start","SWF",,,,,"Object",100,,,,
"ArcherAttack",,,,,"Archer attack","SWF",,,,,"Object",100,,,,
"ArcherDie",,,,,,"Effect","sc/effects.sc","RoundExplosion","Death_sparkle_still1","Death_player","Object",100,,,,
,,,,,"Archer die","SWF",,,,,"Object",,,,,
"PoisonSteam",,"true",,,,"ParticleEmitter",,,"PoisonSteamer",,"Above",,,,,
"Burner","true","true",,,,"ParticleEmitter",,,"FlameEmitter",,"Object",50,,,,
"GoodTarget",,"true",,,,"Filter","sc/effects.sc","filter_target",,,"Base",100,,,,
"RangeDanger",,"true",,,,"Filter","sc/effects.sc","filter_enemy",,,"Base",100,,,,
,,,,,"Enemy on range","SWF","sc/effects.sc","spot_enemy",,,"Above",,,,,
"DragEffect","true",,,,,"ParticleEmitter",,,"DragSparkEmitter",,"Base",,,,,
"SpellCasting",,,,,"SpellCasting","ParticleEmitter",,,"HotCoals_sparks",,"Object",,,,,
"Fireball_explosion",,,800,100,,"ParticleEmitter",,,"explosion_base",,"Ground",85,,,,
,,,,,"Fire ball explo","ParticleEmitter",,,"Fireball_explosion_smoke",,"Object",,,,,
,,,,,,"ParticleEmitter","sc/effects.sc","explosion_glow1","Fireball_explosion_glow",,"Object",,,,,
,,,,,,"ParticleEmitter","sc/effects.sc","explosion_glow1","Fireball_explosion_sparks",,"Object",,,,,
,,,,,,"ParticleEmitter","sc/effects.sc","darken_gradient","explosion_lava",,"Base",,,,,
,,,,10,,"ParticleEmitter",,,"explosion_gradients",,"Base",,,,,
,,,,,,"ParticleEmitter",,,"explosion_shadow",,"Shadow",,,,,
,,,,,,"ParticleEmitter",,,"explosion_fire",,"Object",,,,,
,,,,300,,"ParticleEmitter",,,"explosion_continousFire",,"Base",,,,,
,,,,,,"ParticleEmitter",,,"explosion_glow",,"Above",,,,,
"Death_player",,,,,"sound_generic_death","ParticleEmitter",,,"Death_elixir_burst1",,"Object",,,,,
,,,,,,"ParticleEmitter","sc/effects.sc","BloodCloud","Death_enemy_puff",,"Object",,,,,
,,,,,,"ParticleEmitter","sc/effects.sc","BloodCloud","Death_blue_smoke_shadow",,"Shadow",,,,,
,,,,,,"ParticleEmitter","sc/effects.sc","BloodCloud","Death_elixir_ground1",,"Base",,,,,
"cannon_fire_projectile",,,,,"Cannon Fire","ParticleEmitter",,,"cannon_glow_top",,"Above",1,,,,
,,,,,,"ParticleEmitter",,,"cannon_smoke1",,"Above",,,,,
,,,,,,"ParticleEmitter",,,"cannon_firePareticles",,"Object",,,,,
,,,,,,"ParticleEmitter",,,"cannon_glow",,"Object",,,,,
,,,,,,"ParticleEmitter",,,"cannon_smoke_shadow",,"Shadow",,,,,
"cannon_hit",,"true",,,,"ParticleEmitter",,,"cannon_hit_rock_emiter",,"Object",100,,,,
,,,,,,"ParticleEmitter",,,"cannon_hit_smokePuff",,"Object",60,,,,
,,,,,,,,,,,,60,,,,
"Cannon_deploy",,,,,"Cannon Deploy","SWF",,,,,"Above",,,,,
"Xbow_deploy",,,,,"sound_xbow_deploy","SWF",,,,,"Above",,,,,
"Cannon_die",,,,,,"Effect","sc/effects.sc","RoundExplosion","Death_sparkle_still1","Death_player","Object",,,,,
,,,,,"Boulder impact","SWF",,,,,"Object",,,,,
"Character_marker_player",,,,,,"SWF",,,,,"Base",,,,"Character_marker_enemy",
"Character_marker_enemy",,,,,,"SWF",,,,,"Base",,,,,
"FireballEmitter","true","true",,,,"ParticleEmitter",,,"FireballEmitterTrail",,"Object",50,,,,
,,,,,,"ParticleEmitter",,,"fireball_trial_spark",,"Above",,,,,
,,,,,,"ParticleEmitter",,,"fireball_trail_glow",,"Above",,,,,
"Spell_rage_ground",,,,,,"SWF","sc/effects.sc","rage_effect_ground",,,"Base",,,,,
"Spell_rage_effect",,,,,"sound_rage_effect","ParticleEmitter",,,"Spell_rage_smoke1",,"Object",,,,,
,,,,,,"ParticleEmitter",,,"Spell_rage_smoke2",,"Object",,,,,
,,,,,,"ParticleEmitter",,,"Spell_rage_glowFast",,"Above",,,,,
,,,,,,"ParticleEmitter",,,"Spell_rage_sparckle1",,"Object",,,,,
"Spell_rage_hit_effect","true","true",,,,,,,,,,,,,,
"Spell_rage_loop","true",,,,,"ParticleEmitter",,,"Spell_rage_sparkle1_loop",,"Object",,,,,
"EnemyGenericDie",,,,,"sound_enemy_die_jingle","Effect",,,,,"Object",,,,,
"GenericDie",,,,,"sound_own_die_jingle","Effect",,,,,"Object",,,,"EnemyGenericDie",
"inferno_tower_deploy",,,,250,"sound_place_inferno_tower","ParticleEmitter",,,"towerExplode_Smoke",,"Ground",,,,,
"inferno_beam_lvl1","true",,,,"inferno_loop","SWF","sc/effects.sc","inferno_beam",,,"Above",,,,,170
"inferno_beam_lvl2","true",,,,"inferno_loop","SWF","sc/effects.sc","inferno_beam_stage2",,,"Above",,,,,170
"inferno_beam_lvl3","true",,,,"inferno_loop","SWF","sc/effects.sc","inferno_beam_stage3",,,"Above",,,,,170
"inferno_hit_effect",,"true",,,,"ParticleEmitter",,,"inferno_hit_sparks",,"Object",70,,,,
,,,,,,"SWF","sc/effects.sc","inferno_hit_lines",,,"Object",,,,,
,,,,,,"SWF","sc/effects.sc","inferno_hit",,,"Object",,,,,
"inferno_muzzle","true",,,,,"SWF","sc/effects.sc","inferno_shoot",,,"Above",,,,,-1
"inferno_stage2_root","true",,,,,"SWF","sc/effects.sc","inferno_stage2_root",,,"Object",,,,,
,,,,,,"ParticleEmitter",,,"inferno_stage2_sparks",,"Base",,,,,
"inferno_stage3_root","true",,,,,"SWF","sc/effects.sc","inferno_stage3_root",,,"Object",,,,,
,,,,,,"ParticleEmitter",,,"inferno_stage3_sparks",,"Base",,,,,
"inferno_muzzle_stage2","true",,,,,"SWF","sc/effects.sc","inferno_shoot_st2",,,"Above",,,,,-1
,,,,,,"ParticleEmitter",,,"inferno_stage2_peak_flame",,"Above",,,,,
"inferno_muzzle_stage3","true",,,,,"SWF","sc/effects.sc","inferno_shoot_st3",,,"Above",,,,,-1
,,,,,,"ParticleEmitter",,,"inferno_stage3_peak_flame",,"Above",,,,,
"BombTower_die",,,400,50,"sound_bomb_tower_die","ParticleEmitter",,,"TargetDummy_planks",,"Object",,,,,
,,,,,,"ParticleEmitter",,,"FireRingEmitter",,"Object",,,,,
,,,,250,,"ParticleEmitter",,,"TargetDummy_smoke",,"Object",,,,,
,,,,,,"ParticleEmitter",,,"TargetDummy_planks2",,"Object",,,,,
"BombTower_projectile_hit",,,,,"sound_BombTower_projectile_hit","ParticleEmitter",,,"FireRingEmitter",,"Object",,,,,
,,,,,,"ParticleEmitter",,,"BlueSparkEmitter",,"Object",,,,,
,,,,,,"ParticleEmitter",,,"cannon_glow",,"Above",,,,,
,,,,,,"ParticleEmitter",,,"BombTower_hit_flame",,"Object",,,,,
,,,,,,"ParticleEmitter",,,"HitEffectParticles",,"Object",,,,,
"BombTower_attack","true",,,,"sound_bomber_attack","SWF",,,,,"Object",100,,,,
"BombTower_attack_start","true",,,,"sound_bomber_attack_start","SWF",,,,,"Object",100,,,,
"Rocket_Emitter","true","true",,,,"ParticleEmitter",,,"Rocket_Emitter_Smoketrail",,"Object",50,,,,
,,,,,,"ParticleEmitter",,,"Rocket_Emitter_Sparks",,"Above",,,,,
,,,,,,"ParticleEmitter",,,"Rocket_Emitter_Glow",,"Above",,,,,
,,,,800,,"ParticleEmitter",,,"Rocket_Emitter_Smoketrail",,"Object",,,,,
"Rocket_explosion",,,1500,,"sound_rocket_explosion","ParticleEmitter",,,"Fireball_explosion_smoke",,"Object",100,,,,
,,,,,,"ParticleEmitter","sc/effects.sc","explosion_glow1","Fireball_explosion_glow",,"Object",,,,,
,,,,,,"ParticleEmitter","sc/effects.sc","explosion_glow1","Fireball_explosion_sparks",,"Object",,,,,
,,,,10,,"ParticleEmitter",,,"explosion_gradients",,"Base",,,,,
,,,,,,"ParticleEmitter",,,"explosion_shadow",,"Shadow",,,,,
,,,,,,"ParticleEmitter",,,"explosion_fire",,"Object",,,,,
,,,,300,,"ParticleEmitter",,,"explosion_continousFire",,"Base",,,,,
,,,,,,"ParticleEmitter",,,"explosion_glow",,"Above",,,,,
"Spell_freeze_loop","true",,,,,"ParticleEmitter",,,"Spell_freeze_snowflake1_loop",,"Object",,,,,
,,,,,,"ParticleEmitter",,,"Spell_freeze_snowflake2_loop",,"Object",,,,,
"Spell_freeze_ground",,,,,,"SWF","sc/effects.sc","freeze_effect_ground",,,"Base",,,,,
"Spell_freeze_cast",,,,,"sound_freeze_deploy","Effect",,,,,"Above",,,,,
"level_up_hud",,,,,,"ParticleEmitter",,,"Get_xp_sparkle",,"Above",,,,,
"Spell_lightning_effect",,,1000,200,"sound_lightning_1","ParticleEmitter",,,"Spell_ligntning_smoke1",,"Object",,,,,
,,,,200,,"ParticleEmitter",,,"Spell_lightning_hitSpot",,"Ground",,,,,
,,,,200,,"ParticleEmitter",,,"Spell_lightning_hitSpot2",,"Above",,,,,
,,,,100,,"ParticleEmitter",,,"Spell_lightning_bolt",,"Above",,,,,
,,,,50,,"ParticleEmitter",,,"Spell_lightning_sparks",,"Object",,,,,
,,,,50,,"ParticleEmitter",,,"Spell_lightning_Flash",,"Ground",,,,,
,,,,50,,"ParticleEmitter",,,"Spell_lightning_Rock_debris",,"Base",,,,,
,,,,100,,"ParticleEmitter",,,"Spell_lightning_Rock_debris2",,"Base",,,,,
,,,,300,,"ParticleEmitter",,,"Spell_lightning_electric",,"Base",,,,,
"Spell_zap_effect",,,250,150,"sound_spell_zap","ParticleEmitter",,,"Spell_zap_smoke1",,"Object",,,,,
,,,,200,,"ParticleEmitter",,,"Spell_zap_hitSpot",,"Ground",,,,,
,,,,200,,"ParticleEmitter",,,"Spell_zap_hitSpot2",,"Ground",,,,,
,,,,100,,"ParticleEmitter",,,"Spell_zap_bolt",,"Above",,,,,
,,,,50,,"ParticleEmitter",,,"Spell_zap_sparks",,"Object",,,,,
,,,,50,,"ParticleEmitter",,,"Spell_zap_Flash",,"Ground",,,,,
,,,,,,"ParticleEmitter",,,"Zap_hit_area",,"Base",,,,,
,,,,,,"Filter","sc/effects.sc","filter_target",,,"Base",,,,,
"MegaBombExplodeSkeleton",,,1000,,"sound_GiantSkeleton_bomb_die","ParticleEmitter",,,"MagaBomb_FireRing",,"Object",,,,,
,,,,100,,"ParticleEmitter",,,"MegaBomb_explode_smoke",,"Above",,,,,
,,,,,,"ParticleEmitter",,,"MegaBomb_explode_debris",,"Ground",,,,,
,,,,100,,"ParticleEmitter",,,"MegaBomb_destroyed_ground",,"Ground",,,,,
,,,,,,"ParticleEmitter",,,"MegaBomb_explode_debris2",,"Ground",,,,,
,,,,,,"ParticleEmitter",,,"MegaBomb_explosion_glow",,"Object",,,,,
"MegaBombExplodeBalloon",,,1000,,"sound_Balloon_Bomb_die","ParticleEmitter",,,"MagaBomb_FireRing",,"Object",,,,,
,,,,100,,"ParticleEmitter",,,"MegaBomb_explode_smoke",,"Above",,,,,
,,,,,,"ParticleEmitter",,,"MegaBomb_explode_debris",,"Ground",,,,,
,,,,100,,"ParticleEmitter",,,"MegaBomb_destroyed_ground",,"Ground",,,,,
,,,,,,"ParticleEmitter",,,"MegaBomb_explode_debris2",,"Ground",,,,,
,,,,,,"ParticleEmitter",,,"MegaBomb_explosion_glow",,"Object",,,,,
"prince_deploy",,,,,"sound_prince_deploy","SWF",,,,,"Object",100,,,,
,,,,,"sound_prince_deploy_end","SWF",,,,,"Object",,,,,
,,,,,,"Effect",,,,"Deploy_ground_fX_mediumSize","Base",,,,,
,,,,,,,,,,,,60,,,,
,,,,,,,,,,,,60,,,,
,,,,,,,,,,,,60,,,,
"prince_steps",,,,,"sound_prince_steps","ParticleEmitter",,,"knight_speps_dust1",,"Ground",100,,,,
"prince_charge",,,,,"sound_prince_charge","ParticleEmitter",,,"knight_deploy_dustPuff1",,"Object",,,,,
,,,,,,"Filter","sc/effects.sc","filter_protection",,,"Base",,,,,
,,,,,,"SWF","sc/effects.sc","effect_charge",,,"Above",,"txt","charge",,
"prince_charge_hit",,,,,"sound_prince_charge_hit","SWF",,,,,"Object",100,,,,
"prince_attack_start",,,,,"sound_prince_attack_start","Effect",,,,,"Object",100,,,,
"prince_hit",,,,,"sound_prince_hit","SWF",,,,,"Object",100,,,,
"prince_die",,,,,,"Effect","sc/effects.sc","RoundExplosion","Death_sparkle_still1","Death_player","Object",100,,,,
,,,,,,"ParticleEmitter",,,"knight_deploy_dustPuff1",,"Object",100,,,,
,,,,,,,,,,,,100,,,,
,,,,,,,,,,,,100,,,,
"Deploy_ground_fX_mediumSize",,,,300,,"ParticleEmitter",,,"knight_deploy_rocks_hitGround",,"Ground",100,,,,
,,,,300,,"ParticleEmitter",,,"knight_deploy_dustPuff1",,"Ground",,,,,
,,,,300,,"ParticleEmitter",,,"knight_depoy_dustShadow",,"Shadow",60,,,,
,,,,300,,"ParticleEmitter",,,"knight_deploy_dustPuff2",,"Object",60,,,,
,,,,,,,,,,,,60,,,,
"Deploy_ground_fx_largeSize",,,,300,,"ParticleEmitter",,,"giant_deploy_dustPuff",,"Ground",100,,,"giant_skeleton_deploy_enemy",
,,,,300,,"ParticleEmitter",,,"giant_deploy_rocks_hitGround",,"Ground",,,,,
,,,,300,,"ParticleEmitter",,,"giant_deploy_dustPuff_shadow",,"Shadow",,,,,
"King_enemy_activate_training",,,,,"sound_king_enemy_activate","SWF",,,,,"Object",,,,,
,,,,,"sound_king_happy_tower","SWF",,,,,"Object",,,,,
"King_player_activate",,,,,"sound_king_player_activate","SWF",,,,,"Object",,,,"King_enemy_activate",
,,,,,"sound_king_angry","SWF",,,,,"Object",,,,,
"King_player_die",,,,,"sound_king_player_die","SWF",,,,,"Object",,,,"King_enemy_die",
,,,2000,50,,"ParticleEmitter",,,"TargetDummy_planks",,"Object",,,,,
,,,,,,"ParticleEmitter",,,"FireRingEmitter",,"Object",,,,,
,,,,250,,"ParticleEmitter",,,"TargetDummy_smoke",,"Object",,,,,
,,,,,,"ParticleEmitter",,,"TowerExplode_rockEmitter",,"Object",,,,,
,,,,,,"ParticleEmitter",,,"KingTower_destroyed_ground",,"Base",,,,,
,,,,,,"ParticleEmitter",,,"Big_rock_particle1",,"Object",,,,,
,,,,,,"ParticleEmitter",,,"TargetDummy_planks2",,"Object",,,,,
"King_enemy_activate",,,,,"sound_king_enemy_activate","SWF",,,,,"Object",,,,,
,,,,,"sound_king_angry","SWF",,,,,"Object",,,,,
"King_enemy_die",,,,,"sound_king_enemy_die","SWF",,,,,"Object",,,,,
,,,2000,50,,"ParticleEmitter",,,"TargetDummy_planks",,"Object",,,,,
,,,,,,"ParticleEmitter",,,"FireRingEmitter",,"Object",,,,,
,,,,250,,"ParticleEmitter",,,"TargetDummy_smoke",,"Object",,,,,
,,,,,,"ParticleEmitter",,,"TowerExplode_rockEmitter",,"Object",,,,,
,,,,,,"ParticleEmitter",,,"KingTower_destroyed_ground",,"Base",,,,,
,,,,,,"ParticleEmitter",,,"Big_rock_particle1",,"Object",,,,,
,,,,,,"ParticleEmitter",,,"TargetDummy_planks2",,"Object",,,,,
"King_attack",,,,,"sound_king_attack","SWF",,,,,"Object",,,,,
"chest_landing_gold",,,,,"sound_chest_hit_slot","SWF",,,,,"Above",,,,,
,,,,,,"ParticleEmitter",,,"chest_landing_puff",,"Above",,,,,
,,,,500,,"ParticleEmitter",,,"chest_landing_goldDust",,"Above",,,,,
,,,,500,,"ParticleEmitter",,,"chest_landing_goldDust2",,"Above",,,,,
,,,,,,"ParticleEmitter",,,"chest_landing_goldFlash",,"Base",,,,,
,,,,,,"ParticleEmitter",,,"chest_landing_goldBurst",,"Base",,,,,
"chest_landing_magic",,,,,"sound_chest_hit_slot","SWF",,,,,"Above",,,,,
,,,,,,"ParticleEmitter",,,"chest_landing_puff",,"Above",,,,,
,,,,500,,"ParticleEmitter",,,"chest_landing_magicDust",,"Base",,,,,
,,,,,,"ParticleEmitter",,,"chest_landing_magicFlash",,"Base",,,,,
,,,,,,"ParticleEmitter",,,"chest_landing_goldFlash",,"Base",,,,,
,,,,,,"ParticleEmitter",,,"chest_landing_magicBurst",,"Base",,,,,
"chest_landing_wood",,,,,"sound_chest_hit_slot","SWF",,,,,"Above",,,,,
,,,,,,"ParticleEmitter",,,"chest_landing_puff",,"Above",,,,,
"chest_landing_iron",,,,,"sound_chest_hit_slot","SWF",,,,,"Above",,,,,
,,,,,,"ParticleEmitter",,,"chest_landing_puff",,"Above",,,,,
,,,,,,"ParticleEmitter",,,"chest_landing_metalHit",,"Base",,,,,
"dark_arena_pot_flame",,,,,,"ParticleEmitter",,,"FlameEmitterSlow",,"Above",100,,,,
"xp_levelup",,,,,,"SWF",,,,,"Above",,,,,
,,,,500,,"ParticleEmitter",,,"xp_levelup_sparks",,"Base",,,,,
,,,,,,"ParticleEmitter",,,"xp_levelup_flash",,"Base",,,,,
,,,,,,"ParticleEmitter",,,"xp_levelup_burst",,"Base",,,,,
"Inferno_continuous","true",,,,,"ParticleEmitter",,,"Inferno_loop1",,"Object",100,,,"Inferno_continuous",
,,,,300,,"ParticleEmitter",,,"Inferno_loop1",,"Object",,,,,
"GiantSkeleton_Bomb_deploy",,,,,"sound_GiantSkeleton_bomb_deploy","SWF",,,,,"Object",,,,,
"Balloon_Bomb_deploy",,,,,"sound_Balloon_Bomb_deploy","SWF",,,,,"Object",,,,,
"LegendaryArena_torch_fire","true",,,,,"ParticleEmitter",,,"LegendaryArena_torch_fire1",,"Above",50,,,,
"legendaryArena_smokeGlow","true",,,,,"ParticleEmitter",,,"LegendaryArena_fx1",,"Above",50,,,,
"ice_wizard_deploy",,,,,"sound_ice_wizard_deploy","SWF",,,,,"Object",100,,,,
,,,,350,,"Effect",,,,"ice_wizard_hit","Base",,,,,
,,,,350,,"Effect",,,,"ShakeShcreen_delay","Base",,,,,
,,,,300,,"ParticleEmitter",,,"knight_deploy_dustPuff1",,"Ground",,,,,
,,,,300,,"ParticleEmitter",,,"knight_deploy_dustPuff2",,"Object",,,,,
,,,,300,,"ParticleEmitter",,,"ice_wizard_deploy_flakes",,"Object",60,,,,
,,,,,,,,,,,,60,,,,
"ice_wizard_steps","true",,,,"sound_ice_wizard_steps","SWF",,,,,"Ground",100,,,,
"ice_wizard_attack_start",,,,,"sound_ice_wizard_attack_start","SWF",,,,,"Object",100,,,,
"ice_wizard_hit",,,,,"sound_ice_wizard_projectile_hit","ParticleEmitter",,,"ice_wiz_hit_ground",,"Ground",100,,,,
,,,,-100,,"ParticleEmitter",,,"ice_wiz_hit_burst",,"Object",,,,,
,,,,,,"ParticleEmitter",,,"ice_wiz_hit_puff",,"Above",,,,,
,,,,,,"ParticleEmitter",,,"ice_wiz_hit_flakes",,"Above",,,,,
"ice_wizard_die",,,,,,"Effect","sc/effects.sc","RoundExplosion","Death_sparkle_still1","Death_player","Object",100,,,,
,,,,,"sound_ice_wizard_die","SWF",,,,,"Object",,,,,
"openChest_loop_legendary","true",,,,"sound_openChest_loop_legendary","SWF",,,,,"Above",,,,,
,,,,,,"ParticleEmitter",,,"openChest_legendary_loop1",,"Object",,,,,
"openChest_get_legendary",,,5000,,"sound_openChest_get_legendary","SWF",,,,,"Above",,,,,
,,,,,,"ParticleEmitter",,,"openChest_epic_stars2",,"Above",,,,,
"chest_landing_giant",,,,,,"SWF",,,,,"Above",,,,,
,,,,,,"ParticleEmitter",,,"chest_landing_puff_giant",,"Above",,,,,
,,,,,,"ParticleEmitter",,,"chest_landing_giantBurst",,"Base",,,,,
,,,,,,"ParticleEmitter",,,"chest_landing_giantBurst2",,"Base",,,,,
"chest_landing_mega",,,,,,"SWF",,,,,"Above",,,,,
,,,,,,"ParticleEmitter",,,"chest_landing_puff_mega",,"Above",,,,,
,,,,500,,"ParticleEmitter",,,"chest_landing_megaDust",,"Base",,,,,
,,,,,,"ParticleEmitter",,,"chest_landing_megaFlash",,"Base",,,,,
,,,,,,"ParticleEmitter",,,"chest_landing_megaBurst",,"Base",,,,,
"openChest_mega",,,,,"sound_openChest_bigmagical","SWF",,,,,"Above",,,,,
"openChest_giant",,,,,"sound_openChest_giant","SWF",,,,,"Above",,,,,
"ShakeShcreen_delay",,,300,,,"SWF",,,,,"Base",,,,,
"BomberBomb_fire_emitter","true",,,,,"ParticleEmitter",,,"FlameArrowEmitter_small",,"Above",50,,,,
"princess_deploy",,,,,"sound_princess_deploy","SWF",,,,,"Object",100,,,,
,,,,,"sound_princess_deploy_vo","SWF",,,,,"Object",100,,,,
,,,,,,"Effect",,,,"Deploy_ground_fX_mediumSize","Base",,,,,
"princess_steps",,,,,"sound_princess_steps","SWF",,,,,"Ground",100,,,,
"princess_attack_start",,,,,"sound_princess_attack_start","SWF",,,,,"Object",100,,,,
"princess_attack",,,,,"sound_princess_attack","SWF",,,,,"Object",100,,,,
,,,,,"sound_princess_attack_vo","SWF",,,,,"Object",100,,,,
"princess_die",,,,,,"Effect","sc/effects.sc","RoundExplosion","Death_sparkle_still1","Death_player","Object",100,,,,
,,,,,"sound_princess_die","SWF",,,,,"Object",,,,,
"Spell_poison_ground","true",,,,,"SWF","sc/effects.sc","Poison_radius",,,"Base",,,,,
"Spell_poison_effect",,,,,"sound_poison_spell","ParticleEmitter",,,"Poison_skull1",,"Object",,,,,
"Spell_poison_loop","true",,,,,"ParticleEmitter",,,"Poison_skull1",,"Object",,,,,
,,,,,,"ParticleEmitter",,,"Poison_big_skull",,"Object",,,,,
"Poison_projectile_hit",,,,,"sound_chr_wizard_projectile_hit","ParticleEmitter",,,"chr_wiz_hit_sparks",,"Object",100,,,,
,,,,,,"ParticleEmitter",,,"chr_wiz_hit_fire",,"Object",,,,,
,,,,,,"ParticleEmitter",,,"chr_wiz_hit_smoke",,"Object",,,,,
"ice_wiz_emitter","true","true",,,,"ParticleEmitter",,,"ice_wiz_emitter_trail",,"Object",50,,,,
,,,,,,"ParticleEmitter",,,"ice_wiz_trail_shards",,"Above",,,,,
"PrincessArrowHitGround",,,,,"sound_PrincessArrowHitGround","ParticleEmitter",,,"Princess_arrow_hit_ground",,"Ground",100,,,,
,,,,,,"ParticleEmitter",,,"Princess_arrow_hit_ground_loop",,"Base",,,,,
"PrincessArrowProjectileEmitter","true",,,,,"ParticleEmitter",,,"Princess_arrow_emitter_small_zeroZ",,"Above",50,,,,
"GuardShieldDown",,,,75,,"ParticleEmitter",,,"guard_shield_down",,"Ground",100,,,,
,,,,,"sound_GuardShieldDown","SWF",,,,,"Object",100,,,,
,,,,,"sound_GuardShieldDown_vo","SWF",,,,,"Object",100,,,,
,,,,,,"ParticleEmitter",,,"guard_shield_down_sparks",,"Above",,,,,
"dark_prince_deploy",,,,,"sound_dark_prince_deploy","SWF",,,,,"Object",100,,,,
,,,,,"sound_dark_prince_deploy_vo","SWF",,,,,"Object",100,,,,
,,,,,"sound_dark_prince_deploy_end","SWF",,,,,"Object",,,,,
,,,,,,"Effect",,,,"Deploy_ground_fX_mediumSize","Base",,,,,
,,,,,,,,,,,,60,,,,
,,,,,,,,,,,,60,,,,
,,,,,,,,,,,,60,,,,
"dark_prince_steps",,,,,"sound_dark_prince_steps","ParticleEmitter",,,"knight_speps_dust1",,"Ground",100,,,,
"dark_prince_charge",,,,,"sound_dark_prince_charge","ParticleEmitter",,,"knight_deploy_dustPuff1",,"Object",,,,,
,,,,,"sound_dark_prince_charge_jing","ParticleEmitter",,,"knight_deploy_dustPuff1",,"Object",,,,,
,,,,,,"Filter","sc/effects.sc","filter_protection",,,"Base",,,,,
,,,,,,"SWF","sc/effects.sc","effect_charge",,,"Above",,"txt","charge",,
"dark_prince_charge_hit",,,,,"sound_dark_prince_charge_hit","SWF",,,,,"Object",100,,,,
"dark_prince_attack_start",,,,,"sound_dark_prince_attack_start","Effect",,,,,"Object",100,,,,
,,,,,"sound_dark_prince_attack_start_vo","Effect",,,,,"Object",100,,,,
"dark_prince_hit",,,,,"sound_dark_prince_hit","SWF",,,,,"Object",100,,,,
"dark_prince_die",,,,,"sound_dark_prince_death","Effect","sc/effects.sc","RoundExplosion","Death_sparkle_still1","Death_player","Object",100,,,,
,,,,,,"ParticleEmitter",,,"knight_deploy_dustPuff1",,"Object",100,,,,
,,,,,,"ParticleEmitter",,,"guard_die_particle_stick",,"Object",100,,,,
,,,,,,,,,,,,100,,,,
